用户ID,评论文本,发布时间,IP属地,景色评分,趣味评分,性价比评分,赞同数,收藏数,出行类型,评论星级,评论类型
216915496,美丽的风景，非常好的城市，喜欢这里的美景,2019-08-17 发布点评,,5.0,5.0,5.0,0,0,,0,未知
3039552,里面很大，建议买张观光车通票，可以逛一天,2019-08-06 发布点评,,5.0,0.0,0.0,0,0,,0,未知
22191305,超大级植物园，登塔观全景，分不同区，做小火车与游览车轻松点否则太赶太累，门票20元，学生10元，天气温和点逛逛更捧。推荐,2019-08-01 发布点评,,5.0,0.0,0.0,0,0,,0,未知
231197477,买了张观光车通票，部分地方在维修，可以都拦起来，景点深处不建议下车游玩，走很累没什么看点，前面大家人多的地方玩的还不错，特别是童军训练营，可以带小朋友玩，大人也能玩，蛮有意思的！平衡木、爬网等等，种类很多,2019-07-22 发布点评,,5.0,0.0,0.0,0,0,,0,未知
91492347,景色宜人！山清水秀！建议做电瓶车，套票34元、游览完一个地方坐车在到你想去的站下车就好，省很多体力！,2019-06-19 发布点评,,5.0,0.0,0.0,1,0,,0,未知
218428622,带小朋友玩，还挺不错的，就是太阳太晒些。,2019-05-24 发布点评,,5.0,0.0,0.0,0,0,,0,未知
8415348,景色还不错！很多植物！天然氧吧！不过第一次去，不太了解，坐的1线电瓶车直接到山顶，然后往下走的！后来孩子累了睡着了就没看其他景色了！好看的，好玩的都在下山的后半段！如果是选择自己爬山的，可以选2号线的线路往上走，就能把好的都看到了！,2019-03-18 发布点评,,5.0,3.0,3.0,0,0,,0,未知
25176349,作为南宁最具代表性的景点吧，门票真的超划算，2月份去看郁金香，流连忘返，这是我去过的一次，听说每个季节都有花赏，值得去！,2016-05-09 发布点评,,5.0,5.0,5.0,2,0,,0,未知
703146157,超级超级超级超级漂亮，仿佛再花海之中。,2026-03-04 发布点评,浙江,5.0,5.0,5.0,0,0,家庭亲子,0,未知
80401791,山清水秀，景色怡人，依山不错的大公园。,2026-02-28 发布点评,广西,4.0,3.0,3.0,0,0,情侣夫妻,0,未知
4557021,青秀山景区很漂亮。灯会非常热闹，年味十足。各色的传统花灯，绚丽夺目，值得一来。,2026-02-18 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
233271928,太大了，一天肯定逛不完，花开的特别漂亮,2026-02-09 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
27340178,值得去，正刚上三角梅绽放，很美，很壮观,2026-02-05 发布点评,吉林,5.0,5.0,5.0,0,0,朋友出游,0,未知
155661990,青秀山真的很漂亮，值得打飞的专门去一趟,2026-01-24 发布点评,江苏,5.0,5.0,5.0,0,0,朋友出游,0,未知
8952969,青秀山很美，植物种类丰富，来南宁必去。,2026-01-18 发布点评,青海,5.0,5.0,5.0,0,0,单独旅行,0,未知
94402683,青秀山是第3次去玩啦，景区很大，风景优美，交通有小火车可以乘坐，一下午的时间大体游览了一下，作为5A级景区价格很亲民。,2026-01-09 发布点评,山东,5.0,4.0,5.0,0,0,朋友出游,0,未知
93796715,很赞，还要再来。那个草原可以呆坐一天。,2026-01-01 发布点评,海南,5.0,4.0,5.0,0,0,家庭亲子,0,未知
47597973,没有想到一座公园里藏着那么多好看的花花草草。尤其是叶子梅叶子梅，美出了新高度，,2025-12-17 发布点评,海南,5.0,5.0,5.0,0,0,陪同父母,0,未知
222326048,景区太大了，景色宜人，下次有机会再来！,2025-12-09 发布点评,浙江,5.0,5.0,4.0,0,0,朋友出游,0,未知
9356268,奔着青秀山是南宁的地标去的，确实不错。西门那里的长廊很有特色。北门的兰园很好看,2025-12-09 发布点评,云南,5.0,5.0,5.0,0,0,陪同父母,0,未知
524989746,景区门票非常便宜，里面特别大，根本走不完，坐了两次观光车，还有很多地方都没去到,2025-12-06 发布点评,河南,4.0,3.0,3.0,0,0,其他出游,0,未知
154101714,环境真是不错。就是景点距离太远了。坐小车下车需要重复收费。,2025-11-15 发布点评,广西,5.0,3.0,3.0,1,0,情侣夫妻,0,未知
367231225,今日天气晴好，阳光温柔洒落。三角梅开得热烈，色彩明艳动人，花朵繁茂簇拥，在好天气里更显生机，为这一方天地增添绚丽色彩。,2025-11-14 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
8250818,这公园到处都是鸟语花香，超好打卡拍照。,2025-11-06 发布点评,广西,5.0,5.0,5.0,0,0,陪同父母,0,未知
36625664,性价比拉满 各种美景一天根本逛不完 太棒了,2025-10-29 发布点评,湖北,5.0,5.0,5.0,0,0,陪同父母,0,未知
278369288,性价比很高哇，里面特别特别大，一天根本逛不完，晚上还有夜花园。挺好的，值得看看,2025-10-10 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
148796816,值得去看一看，里面好几个主题公园，门票20元，就是九月份天太热了，影响了体验。,2025-09-17 发布点评,广西,5.0,5.0,5.0,0,0,陪同父母,0,未知
106747395,即买即用，很方便。青秀山很大，门票超值,2025-09-17 发布点评,广西,5.0,5.0,5.0,0,0,其他出游,0,未知
4906882,春节去的，相当好！这个灯展还上央视了！,2025-09-14 发布点评,陕西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
325975760,风景不错，就是太大了，很多地方没有去。,2025-08-16 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
365338063,5A景区，20块钱3天随便进，良心，真良心，青秀山总体不错，来南宁必打卡。好评,2025-07-13 发布点评,湖南,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
22677619,南宁的5A级景区，外地游客必须打卡景点五一假期人很多里面很大，要做观光游览车才可可以5元一次 但是只有一站，看好时间买票,2025-05-05 发布点评,广西,3.0,3.0,3.0,0,0,情侣夫妻,0,未知
270242922,非常大非常漂亮，门票也便宜，来了很多次,2025-04-26 发布点评,广西,5.0,5.0,5.0,0,0,陪同父母,0,未知
573177108,嗯呢是一个非常可以的景点 值得推荐 还是挺不错的 大人孩子都可以来逛逛 风景优美秀丽 环境很好交通也方便 推荐大家都来玩哈哈哈哈哈,2025-04-10 发布点评,吉林,5.0,5.0,5.0,0,0,单独旅行,0,未知
273421892,从早玩到晚 逛完了西门北门东门，非常满意,2025-02-02 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0,未知
65560272,青秀山这里风光秀美，满眼都是花花草草，植物都充满了生命力，叶子肥嘟嘟的，看起来特别健康。光照和养分都很充足，感觉每一株植物都被悉心照顾着。简直让人舍不得离开！,2025-01-22 发布点评,陕西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
4117233,几百年的天然氧吧，走一趟神清气爽，放松身心值得再来，待到春暖花开季节一定更美！,2024-12-15 发布点评,广西,5.0,5.0,3.0,0,0,单独旅行,0,未知
839857,景色很好，游玩非常舒服，可以玩一天。与对的人，去对的地方。与你同行，即是美景。,2024-12-09 发布点评,北京,5.0,5.0,5.0,0,0,家庭亲子,0,未知
563099733,推荐去，尤其是里面的阴生植物园。非常棒👍🏻，对于我这个北方人来说，里面的植物基本上都没有见过。叫不出来名字。青翠欲滴。花花草草有小溪小瀑布，非常美，可惜时间有限，来不及全部游览完，里面还有寺庙。,2024-03-08 发布点评,广西,5.0,5.0,4.0,0,0,陪同父母,0,未知
525321903,路上的风景很好看，感受到了大自然的气息，第一次去青秀山，这真是一次很不错的游玩,2023-06-12 发布点评,广西,4.0,4.0,4.0,0,0,朋友出游,0,未知
315030952,景点众多，慢慢玩，来两次了，不虚此行！,2023-03-18 发布点评,广西,5.0,5.0,5.0,0,0,单独旅行,0,未知
30746373,这个地方浪漫又文艺，真的很适合来感受氛围，太适合假日放松了,2022-05-07 发布点评,,5.0,5.0,5.0,5,0,,0,未知
344709117,不错，就是自己走了四万多步😂😂😂,2022-01-16 发布点评,,5.0,5.0,5.0,0,0,单独旅行,0,未知
27048297,雨后漫步在原生态森林中，空气清新，芳香扑鼻，别有一番风味，让人留恋忘返。南宁非常值得一去的地方，有机会还会去慢慢品味！,2021-06-25 发布点评,,4.0,4.0,4.0,0,0,家庭亲子,0,未知
231766514,5A景区，确实不错,2020-04-16 发布点评,,0.0,0.0,0.0,1,0,,0,未知
3919030,这是我认为全中国最有趣最漂亮的城市公园。不光巨大，植被丰富，园丁们非常勤奋，才有了这个漂亮的公园。但是我没有搞懂为何是5a景区，有啥典故吗,2020-03-24 发布点评,,0.0,0.0,0.0,1,0,,0,未知
2021865,价格便宜，入园简单。风景秀美，值得游玩,2019-11-08 发布点评,,5.0,0.0,0.0,0,0,,0,未知
91484656,风景如画，如梦如醉,2019-11-02 发布点评,,5.0,0.0,0.0,1,0,,0,未知
221422821,有自行车还是很好玩的，景区商业化气质重了点。感觉没桂林乐满地好玩。抱着极大的兴趣去，满腹失望而回。,2019-09-15 发布点评,,3.0,0.0,0.0,1,0,,0,未知
20271942,大植物园，各种兰做主打，公园里的战斗机,2019-03-24 发布点评,,5.0,0.0,0.0,0,0,,0,未知
3477187,区域很大，灯展不错还赶上了打铁花表演,2026-03-06 发布点评,广东,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
7233437,很值，买一次可以进三天。景色也很美。,2026-02-14 发布点评,广西,5.0,5.0,5.0,0,0,陪同父母,0,未知
24977918,惊喜的目的地，内容丰富，可以逛一天！,2026-02-11 发布点评,海南,5.0,5.0,5.0,0,0,家庭亲子,0,未知
20343981,北门进去，先玩兰园和萌生植物园，然后坐小火车去东门，玩叶子植物园和水生植物园，拍照打卡，两小时够了，风景很美很出片。,2026-02-08 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
259297490,太漂亮了，花的海洋，就是今天有点热。,2026-02-06 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
536370959,最美公路沿途漂亮，虽然是雾气云绕👌,2026-01-27 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0,未知
30954109,非常推荐！门票好便宜👍🏻👍🏻,2026-01-12 发布点评,江苏,5.0,5.0,5.0,0,0,其他出游,0,未知
80849685,非常棒的一个公园，各种植物品种非常。,2025-12-27 发布点评,广东,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
71153803,孤独树并不孤独，因为天天有爱的人陪伴,2025-11-19 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
11372005,休闲，放松心情，呼吸新鲜空气的好去处,2025-11-14 发布点评,广西,5.0,4.0,5.0,0,0,陪同父母,0,未知
231317016,这里风景太美了，太大了，玩不过来啊！,2025-11-01 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
291118261,非常不错，非常推荐，跟是梦幻，超级大,2025-09-17 发布点评,江苏,5.0,5.0,5.0,0,0,陪同父母,0,未知
93806511,太大了，很漂亮，要是小车更方便就好了,2025-09-07 发布点评,中国香港,5.0,4.0,5.0,0,0,单独旅行,0,未知
267705863,风景不错，就是太热了，小红车坐很方便,2025-06-16 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
2677480,很赞的一场灯光秀，灯品丰富，气氛很好,2025-06-10 发布点评,广东,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
37964748,公园非常大 景色优美 主题鲜明 出行前建议做好规划 因为公园实在是太大了 很难一次逛完,2025-04-03 发布点评,上海,5.0,5.0,5.0,0,0,家庭亲子,0,未知
15274624,国家1级博物馆，长知识，绝对值得去。,2025-03-30 发布点评,广东,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
221448614,南宁必去点，观光车非常方便，风景多样，植物多样，可以玩一整天，还有江南风😄,2024-12-28 发布点评,福建,5.0,5.0,5.0,0,0,陪同父母,0,未知
2667120,很适合拍照打卡，环境优美，空气清新。,2024-10-03 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
362976075,青秀山很大，一整天都不一定能逛完，凉快的时候来逛逛还行，78月份太热了，没有树荫的地方简直热化了，有几个地方还是值得去的，比如萌生植物园、叶子花园、荷花池。,2024-08-05 发布点评,广西,5.0,4.0,4.0,0,0,家庭亲子,0,未知
194333821,票价20元景色却不低于200元的景区,2024-05-02 发布点评,陕西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
210920201,东门每天晚上都有，挺漂亮的，挺好看的,2024-01-06 发布点评,广西,5.0,5.0,5.0,0,0,,0,未知
67196617,青秀山非常的大，植被也丰富，交通也方便，地铁直到西门，去一次就像是进行了一次洗肺之旅。龙象塔上还可以看南宁的城景，二十块钱的门票超级值。,2023-12-08 发布点评,重庆,5.0,5.0,5.0,1,0,朋友出游,0,未知
92109882,很不错的大植物园，景色优美，电瓶车可以直达景区中心，很方便，休闲不错的去处。,2023-09-29 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
349186008,风景超棒，山清水秀，好大好大呀，每个园都很别致，不一样的风景，一天都逛不完。,2023-04-17 发布点评,广西,5.0,5.0,5.0,0,0,单独旅行,0,未知
15305958,负氧离子爆棚的感觉，值得一去的好地方,2021-06-19 发布点评,,0.0,0.0,0.0,0,0,,0,未知
4362301,【景色】优美【趣味】儿童拓展中心【性价比】如果能拿个垫子和帐篷来，可以玩一天,2021-02-23 发布点评,,5.0,5.0,5.0,2,0,,0,未知
193889003,啊啊啊啊啊，好大走不完，风景挺不错的,2019-10-27 发布点评,,5.0,0.0,0.0,0,0,,0,未知
235444914,还不错，就是有点大逛不玩。走到脚都累,2019-10-05 发布点评,,5.0,0.0,0.0,0,0,,0,未知
25396921,挺大的公园，走完真的累，推荐坐观光车,2019-10-05 发布点评,,5.0,0.0,0.0,0,0,,0,未知
15305909,这里的景色宜人，门票也不贵，很适合大家带着朋友家人来此一聚，品鉴中心还有豪华大气的会议室，风格迥异的豪华包间，服务态度很好，让人感觉很亲切，没有一点不舒服。,2019-07-25 发布点评,,5.0,5.0,5.0,0,0,,0,未知
7837542,青秀山是个很不错的地方。可以去看看哦,2019-07-19 发布点评,,5.0,5.0,5.0,0,0,,0,未知
33112437,门票超便宜，景色超迷人，性价比没的说,2019-04-16 发布点评,,5.0,5.0,5.0,0,0,,0,未知
11549522,青秀山太美了，去不够！天然氧吧！！,2026-03-07 发布点评,北京,5.0,5.0,5.0,0,0,家庭亲子,0,未知
14622839,灯火通明，灯会非常精彩，打铁花很棒,2026-02-26 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
230685808,非常漂亮的地方，值得花时间好好欣赏,2026-02-24 发布点评,浙江,5.0,5.0,5.0,0,0,家庭亲子,0,未知
12490154,青秀山的兰花园品种丰富，色彩鲜艳。,2026-02-16 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0,未知
8768686,青秀山很大，东门到北门要坐小火车。,2026-02-16 发布点评,云南,5.0,5.0,5.0,0,0,朋友出游,0,未知
29614666,公园主题鲜明，环境优美，性价比高。,2026-02-13 发布点评,重庆,5.0,5.0,5.0,0,0,朋友出游,0,未知
8223738,青秀山实在是太大了，一天根本逛不完,2026-02-03 发布点评,上海,5.0,5.0,5.0,0,0,家庭亲子,0,未知
213282875,很美，还没有全部逛完所有的景点……,2026-02-02 发布点评,广东,5.0,5.0,5.0,0,0,朋友出游,0,未知
60299708,门票是真的便宜，我们是北门进，东门出（坐了一程小火车），里面的交通不便宜，人多的话，不如出去以后外面打车到另一个门再进反而合算。整体可以，很大很大，费腿。,2026-01-17 发布点评,广西,4.0,4.0,5.0,0,0,家庭亲子,0,未知
150731120,感觉还可以，只是我去的比较晚，人数比较少，没有什么人，但是景色还是非常漂亮,2025-12-30 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0,未知
41358333,青秀山太赞了，嫉妒南宁人民一下啊。,2025-12-29 发布点评,山西,5.0,5.0,5.0,0,0,朋友出游,0,未知
237185619,非常值得去，门票三日有效，很友好。,2025-12-16 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
23769221,菊花盛会，叶子花盛开。值得观赏。/,2025-12-09 发布点评,辽宁,5.0,5.0,5.0,0,0,单独旅行,0,未知
1838460,景区非常大，不过按照5A级有点差强人意了，靠打造网红点来吸引游客还是成功的,2025-12-01 发布点评,广东,4.0,5.0,4.0,0,0,陪同父母,0,未知
278551147,非常不错的地方，南宁地标，YYDS,2025-09-23 发布点评,广东,5.0,5.0,5.0,0,0,单独旅行,0,未知
385215201,青秀山超级推荐，特别是带小朋友的，植物种类繁多，引人入胜 ，一句话，下次还去,2025-09-06 发布点评,四川,5.0,5.0,5.0,0,0,家庭亲子,0,未知
113826650,青秀山很大很漂亮。他的门票是5a景点中比较便宜的。真的很超值了。很适合打卡拍照我们去了两次，很适合多次打卡的地方。,2025-08-17 发布点评,浙江,5.0,5.0,5.0,0,0,家庭亲子,0,未知
20093790,很漂亮的地方，做火车很实惠，很喜欢,2025-08-14 发布点评,浙江,5.0,5.0,5.0,0,0,家庭亲子,0,未知
326363162,真的很大很大，门票还便宜，物美价廉,2025-08-06 发布点评,江苏,5.0,4.0,4.0,0,0,单独旅行,0,未知
75197410,一个人出差去逛了逛 很美的一个公园 很多当地人晨练 绿植丰富 还有小松鼠 山坡不高 走走也不累 适合溜溜 很多北方见不到的热带植物,2025-05-14 发布点评,天津,5.0,4.0,5.0,0,0,单独旅行,0,未知
12454962,很不错 地方很多 可以逛很久 带着老人去的 老人很喜欢这里 景色也不错 还会再去的 就是没租到车 这样能逛更久 总体来说很好的 很美丽,2025-05-11 发布点评,上海,5.0,5.0,5.0,0,0,陪同父母,0,未知
279267051,环境适合全季节。小火车很特别，带你去公园内的主要地点。很可惜很多花是假的。,2025-02-03 发布点评,广东,4.0,4.0,5.0,0,0,单独旅行,0,未知
2812020,公园太大了，就是累，坐了两次电瓶车也走了好多路，但景色还是不错的，值得去。,2024-10-25 发布点评,广西,4.0,4.0,4.0,0,0,单独旅行,0,未知
70387338,国庆期间人有点多。不过真的太美了。,2024-10-04 发布点评,广西,5.0,5.0,5.0,0,0,陪同父母,0,未知
412597323,非常大，值得游玩，值得带家人来，适合散步🚶🏻‍♀️🚶🏻‍♀️🚶🏻‍♀️🚶🏻‍♀️，空气非常新鲜，值得拍照，有很多好看的地方，记得穿运动鞋来,2024-09-24 发布点评,广东,5.0,5.0,5.0,0,0,家庭亲子,0,未知
2106360,早上九点多到 里面人特别少 空气湿度大负氧离子相当高 观光车5元超值 里面特别大 感觉一天根本玩不完 景区里的贩卖机价格也实惠,2024-02-15 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
203726948,今年南宁灯会没有什么选择啦大家都来青秀山 人挤人咯花灯中规中矩吧 有比较传统的也有很魔幻的赛博朋克景区配套设施比较齐全,2024-02-13 发布点评,广西,4.0,3.0,3.0,0,0,朋友出游,0,未知
384969175,青秀山景区非常大，逛了三个多小时，都没有从北门走到东门，没有坐观光车，随意转转，景色优美，对于从北方天寒地冻的天气过来的人们，处处是美景，南宁不愧是绿城。,2024-01-29 发布点评,北京,5.0,5.0,5.0,0,0,朋友出游,0,未知
190643309,太美了！太美了！太美了！都给我去！,2024-01-08 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0,未知
4911632,美丽的广西，处处醉人呀，美的诱人。,2023-06-19 发布点评,山东,5.0,5.0,5.0,0,0,,0,未知
78430064,风景不错，下次买全程观光车票划算些,2023-01-16 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
56193717,青秀山风景很美，空气很好，适合游玩,2022-10-13 发布点评,广西,5.0,5.0,5.0,0,0,单独旅行,0,未知
57001233,满满的热带风情，风景秀丽，心旷神怡,2021-07-07 发布点评,,5.0,5.0,5.0,0,0,,0,未知
205880479,青秀山公园里面挺大的，一天玩不完，在里面行走需要体力好才行。景色还是相当不错的，门票价格如果再低点就更好了。下次来南宁，把父母也带上。,2020-10-12 发布点评,,5.0,4.0,4.0,1,0,,0,未知
48960521,景色还可以，比较普遍没什么特别的，基本上坐着车逛了一路，逛了会就走了，热带雨林里的虫子太狠毒了，咬一口整个腿都肿了,2019-10-10 发布点评,,5.0,0.0,0.0,0,0,,0,未知
229462110,风景名胜区之一，非常喜欢这个地方哦,2019-08-05 发布点评,,5.0,5.0,5.0,0,0,,0,未知
257363173,风景很好很美，小火车配套有待提高,2026-03-04 发布点评,广西,5.0,5.0,3.0,0,0,家庭亲子,0,未知
280192629,第一次享受60岁以上老年人半价待遇，暖心。荫生植物园，花海特别值得欣赏。,2026-03-02 发布点评,广西,5.0,3.0,5.0,0,0,情侣夫妻,0,未知
179668502,值得去的，20块一张票，18岁以下或者50-65岁半票，65岁以上免费！,2026-02-26 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
27404908,南宁最佳景点，我们是春节前去的，感慨花的品种如此之多，郁金香跟不要钱一样的库库造景，藤什么植物园跟新加坡的植物园有的一拼，票价便宜，景区接待能力也很棒。,2026-02-20 发布点评,贵州,5.0,5.0,5.0,0,0,家庭亲子,0,未知
738249,叶子公园很有特色，莫奈花园的睡莲品种繁多，只是公园面积太大，一天都逛不完,2026-02-17 发布点评,云南,5.0,5.0,5.0,0,0,家庭亲子,0,未知
108911878,除夕灯不开放，叶子花海开得正艳！,2026-02-16 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
200788240,来南宁青秀山景区，还是值得一来！,2026-02-15 发布点评,新疆,5.0,5.0,5.0,0,0,家庭亲子,0,未知
229686485,园区很大，简单看了看，花种类很多,2026-02-12 发布点评,甘肃,5.0,5.0,5.0,0,0,朋友出游,0,未知
726383359,院子特别大，一天没逛完溜娃好去处,2026-02-04 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
520903651,很大，漂亮，至少玩两天才能逛完。,2026-01-18 发布点评,湖北,5.0,5.0,5.0,0,0,家庭亲子,0,未知
4146817,购票方便，正好有菊花展，太美了！,2026-01-13 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
189928922,冬天景致有限，其他季节应该更美。去之前建议查一下是否有官方活动临时关闭部分园区情况，避免像我们一样只能在远处观赏叶子花园。门票划算，景区很大，上午逛不完,2026-01-11 发布点评,广西,4.0,4.0,5.0,0,0,陪同父母,0,未知
286235838,景色优美，环境迷人的天然大花园.,2025-12-27 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
705588769,太美啦，繁花似锦。依依云叶分清荫,2025-12-25 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
1333293,很好的景点，不愧是5A景点，就是购票踩了个坑，一日票和三日票一个价，没区分，进去玩两天，多花了一张票，好在不算贵,2025-12-08 发布点评,安徽,5.0,4.0,5.0,0,0,家庭亲子,0,未知
27939161,非常好景色优美值得来一次推荐推荐推荐非常好景色优美值得来一次推荐推荐推荐,2025-11-27 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0,未知
467752724,值得！特别是对植物有兴趣的朋友！,2025-09-22 发布点评,湖南,5.0,5.0,4.0,0,0,朋友出游,0,未知
199216412,很值得一去，景点很多，景色也很美,2025-08-17 发布点评,广西,5.0,5.0,5.0,0,0,单独旅行,0,未知
56894779,很好，就是太大了，可以从北门进去,2025-08-03 发布点评,泰国,5.0,5.0,5.0,0,0,家庭亲子,0,未知
8690031,门票很便宜，非常值得转一圈的公园,2025-08-02 发布点评,北京,4.0,4.0,4.0,0,0,单独旅行,0,未知
528876,很大，不坐车会很累，去植物园的人很多，也就植物园值得一看，其他景点一般吧,2025-05-02 发布点评,陕西,5.0,4.0,5.0,0,0,陪同父母,0,未知
554249217,这个季节好多花都开了，特别出片！,2025-04-01 发布点评,广西,5.0,4.0,4.0,0,0,朋友出游,0,未知
21603155,感受不错，地铁都可以到达很方便，,2025-02-10 发布点评,辽宁,5.0,5.0,5.0,0,0,单独旅行,0,未知
38238118,值得观看，氛围感十足，体验感很好,2025-02-06 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
40938001,青秀山实在太大了，虽然做了攻略，都觉得小火车的标识太混乱，体验感一般般！,2024-12-09 发布点评,广东,5.0,5.0,3.0,0,0,朋友出游,0,未知
3488601,公园很大，像个植物园，乘电瓶车可以围着绕上一圈，坐着看看风景，非常的舒服,2024-11-21 发布点评,上海,5.0,4.0,5.0,0,0,情侣夫妻,0,未知
31459102,青秀山很大，景色优美，门票超值。,2024-09-22 发布点评,北京,5.0,5.0,5.0,0,0,单独旅行,0,未知
58855,青秀山強列推荐，景色优美，植被茂盛，性价比极高，荫生植物园，兰园，叶子花园，莫奈花园都值得去,2024-04-18 发布点评,陕西,5.0,5.0,5.0,1,0,家庭亲子,0,未知
349799710,当然要去青秀山看花啦，景色一绝，还可以呼吸新鲜空气。我是从西门进的，一直走路到东盟友谊园，但也会看见些枯萎的花。,2024-02-24 发布点评,广西,5.0,5.0,5.0,0,0,陪同父母,0,未知
29290222,很大很大很大，一定要规划好坐观光车，一定要提前买观光车车票，半路是坐不了的，腿走断的节奏。节庆有郁金香花展，拍照很不错，网红打卡那些点没找对路就没去了。,2024-02-18 发布点评,广西,4.0,4.0,4.0,0,0,家庭亲子,0,未知
312723513,北方人没见过很吸引，呼吸很舒服的感觉！菊花很美，有几种没见过的花花草草。,2023-12-04 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
50682424,南宁宝藏地，赏花好去处。性价比很高，带小朋友去玩或者拍照都是很不错的选择,2023-03-28 发布点评,广西,5.0,5.0,5.0,0,0,,0,未知
259685818,好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩,2023-02-16 发布点评,江苏,5.0,5.0,5.0,0,0,单独旅行,0,未知
43393734,刚好碰到菊花展、朱槿展，饱眼福啦,2022-12-17 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
205156961,南宁青秀山风景名胜旅游区位于广西壮族自治区南宁市，坐落于邕江畔，西起青山路、北至东盟商务区，南面和东面靠临邕江，面积为13.54平方千米，为5A级景区。,2022-11-14 发布点评,湖北,5.0,5.0,5.0,0,0,,0,未知
12704443,值得推荐，景色不错，　有趣好玩，,2020-05-24 发布点评,,5.0,5.0,5.0,0,0,朋友出游,0,未知
49018011,青山绿树花团锦簇，景美空气佳，常年各种花展，每年都来，赞👍，毋庸置疑！,2020-03-18 发布点评,,0.0,0.0,0.0,0,0,,0,未知
75622055,风景不错哟！,2019-12-31 发布点评,,5.0,0.0,0.0,1,0,,0,未知
33314635,大氧吧！空气清新舒适！离市区很近,2019-10-07 发布点评,,5.0,0.0,0.0,0,0,,0,未知
12350438,美景！景区管理很好，景色很美丽！,2019-10-02 发布点评,,5.0,0.0,0.0,0,0,,0,未知
228399769,美丽的风景，美丽动人的风景名胜区,2019-07-27 发布点评,,5.0,5.0,5.0,0,0,,0,未知
7837542,青秀山风景区里面最多的就是热带雨林的树植物。是个不错的风景区……还可以登塔环顾一下南宁的风景特色。是个不错的地方,2019-07-27 发布点评,,5.0,0.0,0.0,0,0,,0,未知
75073615,走错路了，该转的没转，路标真的是,2019-04-15 发布点评,,5.0,0.0,0.0,0,0,,0,未知
119636546,非常值得一去，假日出游首选携程,2026-03-01 发布点评,广西,5.0,5.0,5.0,0,0,单独旅行,0,未知
269285489,非常值得，带家人去的父母很喜欢,2026-03-01 发布点评,陕西,5.0,5.0,5.0,0,0,陪同父母,0,未知
22753281,太大了 真的太大了 建议留三天来玩,2026-02-27 发布点评,四川,5.0,4.0,5.0,0,0,陪同父母,0,未知
24455429,园区非常大，至少顶三个景区那么大，并且处处精致，一步一景，天黑了在里面走有一丝刺激。公园里的水月庵环境清幽氛围宁静，元宵节当天看的花灯游园，非常华丽。,2025-02-27 发布点评,北京,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
